dataset\0028.jpg,Богоматерь Казанская,XVIII в.,Дерево,None,None,Темпера,False,False
dataset\0029.jpg,Богоматерь Умягчение злых сердец,XIX в.,Дерево,None,None,Темпера,False,False
dataset\0030.jpg,Богоматерь Неопалимая Купина,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0031.jpg,«Богоматерь» из деисусного чина,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0032.jpg,Рождество Богоматери,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0033.jpg,Введение во храм,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0034.jpg,Введение во храм,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0035.jpg,Благовещение,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0036.jpg,Благовещение,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0037.jpg,Благовещение,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0038.jpg,Благовещение. Богоматерь,XVII–XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0039.jpg,Рождество Христово,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0040.jpg,Рождество Христово,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0041.jpg,Сретение,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0042.jpg,Распятие,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0043.jpg,Снятие со креста,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0044.jpg,Положение во гроб,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0045.jpg,Успение,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0046.jpg,Успение,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0047.jpg,Покров,XVII–XVIII в.,Дерево,Левкас,None,Темпера,True,False
dataset\0048.jpg,Покров,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0049.jpg,Св. Андрей Первозванный,XVIII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0050.jpg,Никола Чудотворец,XVIII–XIX в.,Дерево,Левкас,None,Темпера,False,True
dataset\0051.jpg,Богоматерь Страстная,XVIII–XIX в.,Бронза,None,None,Литье,False,False
dataset\0052.jpg,Воскресение Христово с Праздниками,XVIII–XIX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0053.jpg,"Усекновение главы Иоанна Предтечи, с 6 святыми на полях",XVIII–XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0054.jpg,Успение Богоматери,XIX в.,Дерево,None,None,Смешанная,False,False
dataset\0055.jpg,"Огненное восхождение Ильи-пророка, с 2 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0056.jpg,"Архангел Михаил с избранными святыми, с 2 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0057.jpg,"Св.Петр и Павел, с ангелом-хранителем, Иоанном Предтечей, Флором и Лавром, Алексеем, Лукией на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0058.jpg,Спас Нерукотворный,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0059.jpg,"Св.Параскева, со Спасом Нерукотворным на фоне слева",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0060.jpg,Покров Богоматери,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0061.jpg,"Св.Кирик и Улита, со сценами жития",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0062.jpg,Рождество Богоматери,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0063.jpg,Св.Симеон Верхотурский,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0064.jpg,"Богоматерь Казанская и избранные святые Флор и Лавр, Зосим, Медост, Иоанн Предтеча, Власий, Савватий",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0065.jpg,"Икона с врезным трехчастным складнем, с ангелом-хранителем и Иоанном на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0066.jpg,Богоматерь Одигитрия,XVII в.,Дерево,Левкас,None,Темпера,False,False
dataset\0067.jpg,"Богоматерь Всем скорбящим радость, с 4 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0068.jpg,Св. Симеон Верхотурский,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0069.jpg,Св. Симеон Верхотурский,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0070.jpg,Св. Симеон Верхотурский,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0071.jpg,Св. Симеон Верхотурский,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0072.jpg,Покров Богоматери,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0073.jpg,"Воскресение-Сошествие во ад, с Праздниками и Страстями, с 4 евангелистами в угловых клеймах и Троицей новозаветной на поле",XIX в.,Дерево,Левкас,Паволока,Темпера,True,False
dataset\0074.jpg,"Распятие, с предстоящими",XIX в.,Дерево,None,None,Масло,False,False
dataset\0075.jpg,Успение Богоматери,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0076.jpg,"Деисус. Икона с врезным складнем, с ангелом хранителем, со св. Петром, Николой, Екатериной на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0077.jpg,"Четырехчастный складень. Праздники. Складень из иконы ""Деисус""",XIX в.,Бронза,Эмаль,None,Литье,False,False
dataset\0078.jpg,"Икона с врезной литой иконой ""Богоматерь Страстная"", с ангелом-хранителем, Кириком и Улитой на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0079.jpg,"Воскресение, с Праздниками, с 6 святыми на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0080.jpg,Троица новозаветная,XIX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0081.jpg,Св. Симеон Верхотурский,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0082.jpg,"Успение Богоматери, с ангелом-хранителем и св.Матреной на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0083.jpg,Никола Чудотворец,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0084.jpg,Семь спящих отроков,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0085.jpg,Богоматерь Владимирская,XIX в.,Дерево,None,None,Масло,False,False
dataset\0086.jpg,Богоматерь Казанская,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0087.jpg,Георгий Победоносец,XIX в.,Дерево,Левкас,None,Смешанная,False,False
dataset\0088.jpg,Богоматерь Одигитрия,XIX в.,Бронза,None,None,Литье,False,False
dataset\0089.jpg,Успение Богоматери,XIX в.,Медный сплав,None,Позолота,Чеканка,False,False
dataset\0090.jpg,Богоматерь Владимирская,XIX в.,Медный сплав,Посеребренье,Позолота,Чеканка,False,False
dataset\0091.jpg,Богоматерь Казанская. Праздники,XIX в.,Бронза,None,None,Литье,False,False
dataset\0092.jpg,Богоматерь Казанская,XIX в.,Бронза,None,None,Литье,False,False
dataset\0093.jpg,Богоматерь Донская,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0094.jpg,"Икона трехчастная с врезным крестом, с двумя предстоящими на фоне, с 6 предстоящими на полях. Чудо Георгия о змие, Огненное восхождение Илии-пророка, Архангел Михаил-воевода",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0095.jpg,Параскева Пятница со сценами жития,XIX в.,Дерево,None,None,Масло,True,False
dataset\0096.jpg,Господь Вседержитель,XIX в.,Дерево,None,None,Масло,False,False
dataset\0097.jpg,Богоматерь с младенцем,XIX в.,Дерево,None,None,Масло,False,False
dataset\0098.jpg,Саваоф,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0099.jpg,"Воскресение – Сошествие во ад, с Праздниками",XIX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0100.jpg,"Избранные святые Власий, Петр, Иоанн Предтеча, Марфа, Григорий",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0101.jpg,"Воскресение, с 4 предстоящими на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0102.jpg,"Никола Чудотворец, с 6 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0103.jpg,"Воскресение – Сошествие во ад, с Праздниками",XIX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0104.jpg,"Богоматерь Одигитрия, с ангелом-хранителем, Екатериной, Матроной и Фомаидой на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0105.jpg,Святые апостолы Петр и Павел,XIX в.,Дерево,None,None,Масло,False,False
dataset\0106.jpg,Святой мученик архидьякон Стефан,XIX в.,Дерево,None,None,Масло,False,False
dataset\0107.jpg,"Богоматерь Казанская с Миной, Лаврентием, Лонгином, Сотником и святым на полях",XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0108.jpg,Господь Вседержитель,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0109.jpg,Святой Иоанн Предтеча,XIX в.,Дерево,Левкас,None,Масло,False,False
dataset\0110.jpg,"Святые Кирик и Улита, с житием",XIX в.,Дерево,Левкас,Паволока,Темпера,True,False
dataset\0111.jpg,Богоматерь Смоленская,XIX в.,Дерево,None,None,Масло,False,False
dataset\0112.jpg,"Богоматерь Знамение, с херувимом и серафимом, с ангелом-хранителем, ангелом смерти, св. Гавриилом и Флором на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0113.jpg,Рождество Богоматери,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0114.jpg,Никола Чудотворец в рост,XIX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0115.jpg,"О, Всепетая Мати",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0116.jpg,Богоматерь Абалакская,XIX в.,Дерево,Левкас,None,Темпера,False,True
dataset\0117.jpg,"Богоматерь Троеручица, с ангелом-хранителем, святым Симеоном, Анной и Александром на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0118.jpg,"Мария Египетская, с житием",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0119.jpg,"Воскресение – Сошествие во ад, с Праздниками, с 4 евангелистами в угловых клеймах",XIX в.,Дерево,Левкас,Паволока,Темпера,True,False
dataset\0120.jpg,"Святой Иннокентий Иркутский, с Медостом и Власием, Флором и Лавром на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0121.jpg,Богоматерь Троеручица,XIX в.,Дерево,None,None,Масло,False,False
dataset\0122.jpg,"Сергий Радонежский со Спасом Нерукотворным на фоне справа, с упокоенными родителями Кириллом и Марией",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0123.jpg,"Огненное восхождение Ильи-пророка, с ангелом-хранителем, Петром, Григорием, Иоанном на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0124.jpg,Никола Чудотворец,XIX в.,Дерево,None,None,Масло,False,False
dataset\0125.jpg,"Архангел Гавриил, с Деисусом и избранными святыми",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0126.jpg,"Икона, четырехчастная: Спас на престоле, Богоматерь Нечаянная радость, Архангел Михаил, Никола Чудотворец; с 6 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0127.jpg,Господь Вседержитель,XIX в.,Дерево,Левкас,None,Темпера,False,True
dataset\0128.jpg,Распятие,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0129.jpg,"Огненное восхождение Ильи-пророка, с 2 святыми на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0130.jpg,Господь Вседержитель,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0131.jpg,"Господь Вседержитель, с ангелом-хранителем, Афанасием, Михаилом, Марией на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0132.jpg,Иоанн Богослов,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0133.jpg,Св. Кирик и Улита,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0134.jpg,Никола Чудотворец Можайский,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0135.jpg,Св. Козма и Дамиан,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0136.jpg,Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0137.jpg,Архангел Михаил-воевода,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0138.jpg,"Святители Василий Великий, Григорий Богослов, Иоанн Златоуст",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0139.jpg,Господь Вседержитель,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0140.jpg,Господь Вседержитель,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0141.jpg,Царь Царем,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0142.jpg,Господь Вседержитель,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0143.jpg,Св.Марфа,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0144.jpg,Св.Евдокия,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0145.jpg,Св.Параскева,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0146.jpg,Богоматерь Тихвинская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0147.jpg,Богоматерь Ахтырская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0148.jpg,Богоматерь Ахтырская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0149.jpg,Богоматерь Казанская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0150.jpg,Богоматерь Всем скорбящим радость,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0151.jpg,"Богоматерь Всем скорбящим радость, со Спасом Нерукотворным вверху",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0152.jpg,Богоматерь Владимирская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0153.jpg,Богоматерь Корсунская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0154.jpg,Богоматерь От бед страждущих,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0155.jpg,Богоматерь Утоли моя печали,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0156.jpg,Иоанн Креститель,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0157.jpg,Спас на престоле,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0158.jpg,Благовещение,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0159.jpg,Неопалимая купина,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0160.jpg,Неопалимая купина,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0161.jpg,"Четырехчастная икона с Распятием: Богоматерь Казанская, Никола Чудотворец, Георгий Победоносец, Дмитрий Солунский",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0162.jpg,Усекновение главы Иоанна Предтечи,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0163.jpg,Троица ветхозаветная,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0164.jpg,Покров Богоматери,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0165.jpg,Огненное восхождение Ильи-пророка,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0166.jpg,"Воскресение – Сошествие во ад, с Праздниками",XIX–XX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0167.jpg,"Воскресение – Сошествие во ад, с Праздниками",XIX–XX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0168.jpg,Богоматерь Владимирская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0169.jpg,Богоматерь Тихвинская,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0170.jpg,Богоматерь Знамение,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0171.jpg,Св. Пантелеймон-целитель,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0172.jpg,Св. Екатерина,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0173.jpg,Богоматерь Тихвинская,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0174.jpg,"Самон, Гурий и Авив",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0175.jpg,Положение во гроб,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0176.jpg,Богоматерь Казанская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0177.jpg,"Трехярусная икона: Богоматерь Казанская, Воскресение, Никола Чудотворец, св. Лавр, Неопалимая купина, св. Флор, Георгий Победоносец, неизвестные святая и святой",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0178.jpg,"Чудо Георгия о змие, со святым Георгием на поле",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0179.jpg,Огненное восхождение Ильи-пророка,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0180.jpg,Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0181.jpg,"Воскресение – Сошествие во ад, с Праздниками, с 4 святыми на полях",XIX–XX в.,Дерево,Левкас,None,Темпера,True,False
dataset\0182.jpg,Богоматерь Всем скорбящим радость,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0183.jpg,Богоматерь Всем скорбящим радость,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0184.jpg,Архистратиг Михаил,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0185.jpg,Спас Нерукотворный,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0186.jpg,"Св.Варвара, со сценами жития",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0187.jpg,Введение Богоматери во храм,XIX–XX в.,Дерево,None,None,Масло,False,False
dataset\0188.jpg,"Св.Василий Великий, Григорий Богослов, Иоанн Златоуст",XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0189.jpg,Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0190.jpg,Вход в Иерусалим,XIX–XX в.,Дерево,Левкас,None,Смешанная,False,False
dataset\0191.jpg,Св.Симеон Верхотурский,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0192.jpg,Св.Симеон Верхотурский,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0193.jpg,Св.Симеон Верхотурский,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0194.jpg,Св.Симеон Верхотурский и Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0195.jpg,Флор и Лавр,XIX в.,Дерево,Левкас,None,Масло,False,False
dataset\0196.jpg,Воздвижение Креста Господня,XIX–XX в.,Дерево,Левкас,Паволока,Масло,False,False
dataset\0197.jpg,Минея (ноябрь),XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0198.jpg,"Огненное восхождение Ильи-Пророка, с ангелом хранителем и святителем на полях",XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0199.jpg,Никола Чудотворец,XIX–XX в.,Дерево,None,None,Масло,False,False
dataset\0200.jpg,Богоявление (Крещение),XIX–XX в.,Дерево,None,None,Масло,False,False
dataset\0201.jpg,Св.Симеон Верхотурский,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0202.jpg,Святая великомученица Параскева Пятница,XIX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0203.jpg,Богоматерь Абалацкая (Абалакская),XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0204.jpg,"Кирилл и Мефодий, с Распятием",XIX в.,Дерево,None,None,Масло,False,False
dataset\0205.jpg,Александр Невский,XIX–XX в.,Дерево,None,None,Масло,False,False
dataset\0206.jpg,Св. Илья Пророк,XIX–XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0207.jpg,Святые Иоанн Кущник и Параскева Пятница,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0208.jpg,Деисус с предстоящими святыми,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0209.jpg,Архангел Михаил-воевода,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0210.jpg,Богоматерь Тихвинская,XIX в.,Дерево,None,None,Масло,False,True
dataset\0211.jpg,Архангел Гавриил,XIX–XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0212.jpg,Никола Чудотворец с житием,XIX–XX в.,Дерево,None,None,Масло,True,False
dataset\0213.jpg,"Иоанн-воин с ангелом-хранителем, Кириком и Улитой на полях",XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0214.jpg,Св. Трифон,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0215.jpg,Богоматерь Тобольская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,True
dataset\0216.jpg,Господь Вседержитель,XIX–XX в.,Холст,Левкас,None,Масло,False,False
dataset\0217.jpg,Богоматерь Владимирская,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0218.jpg,Встреча Христа и Марии Магдалины,XIX в.,Дерево,None,None,Масло,False,False
dataset\0219.jpg,Св.Мария Египетская,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0220.jpg,Сретение,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0221.jpg,Успение Богоматери,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0222.jpg,Огненное восхождение Ильи-пророка,XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0223.jpg,"Никола Чудотворец, 2 предстоящими на полях",XIX–XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0224.jpg,"Воскресение, с Праздниками, Николой Чудотворцем и Страстями",XIX–XX в.,Дерево,Левкас,Паволока,Темпера,True,False
dataset\0225.jpg,Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0226.jpg,Воскресение Христово,XIX–XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0227.jpg,Богоматерь Казанская,XIX–XX в.,Дерево,Левкас,Паволока,Смешанная,False,False
dataset\0228.jpg,Никола Чудотворец,XIX–XX в.,Дерево,Левкас,None,Масло,False,True
dataset\0229.jpg,"Митрофан, епископ Воронежский",XIX–XX в.,Дерево,None,None,Масло,False,False
dataset\0230.jpg,Богоматерь Знамение,XIX–XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0231.jpg,Николай Чудотворец,XIX–XX в.,Дерево,Левкас,None,Смешанная,False,False
dataset\0232.jpg,Богоматерь с предвечным младенцем,XIX в.,Дерево,Бумага,None,Хромолитография,False,False
dataset\0233.jpg,Введение во храм,XX в.,Дерево,None,None,Масло,False,False
dataset\0234.jpg,Богоматерь с младенцем,XX в.,Дерево,None,None,Масло,False,False
dataset\0235.jpg,Рождество Христово,XX в.,Дерево,Левкас,Паволока,Масло,False,False
dataset\0236.jpg,Успение Богоматери,XX в.,Дерево,Жесть,None,Чеканка,False,False
dataset\0237.jpg,"Четырехчастная икона с Распятием: Богоматерь от бед страждущих, Утоли моя печали, Умягчение Злых сердец, Взыскание погибших",XX в.,Дерево,Левкас,None,Темпера,False,False
dataset\0238.jpg,Святой князь Владимир,XX в.,Дерево,Левкас,Паволока,Масло,False,False
dataset\0239.jpg,Троица ветхозаветная,XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0240.jpg,Святой Вонифатий,XX в.,Дерево,Бумага,None,Хромолитография,False,False
dataset\0241.jpg,Усекновение главы Иоанна Предтечи,XX в.,Дерево,None,None,Масло,False,True
dataset\0242.jpg,Образ скорбящей Богоматери,XX в.,Дерево,None,None,Масло,False,False
dataset\0243.jpg,Святой Пантелеймон,XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0244.jpg,Господь Вседержитель,XX в.,Дерево,None,None,Масло,False,False
dataset\0245.jpg,Св. Анастасия,XX в.,Дерево,None,None,Масло,False,False
dataset\0246.jpg,Святой Александр Невский,XX в.,Дерево,None,Бархат,Масло,False,False
dataset\0247.jpg,Преподобный Иов Почаевский,XX в.,Дерево,Левкас,Паволока,Темпера,False,False
dataset\0248.jpg,Господь Вседержитель,XX в.,Дерево,Левкас,None,Масло,False,False
dataset\0249.jpg,Серафим Саровский,XX в.,Дерево,None,None,Масло,False,False
dataset\0250.jpg,Серафим Саровский,XX в.,Дерево,None,None,Масло,False,False
dataset\0251.jpg,"Иоанн, митрополит Тобольский и Сибирский",XX в.,Дерево,Левкас,Паволока,Темпера,False,False
